query,paragraph,label
Does the event tim put his wallet in his pocket ends after he borrowed money from his friend ?," Tim got nervous when he couldn't find his wallet. ""He looked all around his office, to no avail."" He borrowed money from a friend for lunch. He left work early and went home to search. He was relieved to find his wallet under his bed.	",yes
Does the event dana got out of her grandfather's truck ends after she walked the rest of the way to school ?, Dana's grandfather was bringing her to school. He had an old loud truck. Dana was embarrassed of the truck. She told her grandfather to park a block down the road. Dana walked the rest of the way to school.	,no
Does the event everyone enjoyed the barbeque ends after he n't find any steak ?, Bob love to eat steak. He wants to get steak for an upcoming barbeque. He went to the store but he couldn't find any steak. He continued searching but he still didn't find any steak. His son brought enough steak for everyone for the barbeque.	,yes
Does the event anna's brother was sorry ends before they have a snowball fight ?," Ana was playing in the snow with her brother. They were having a snowball fight. Suddenly, Anna felt a pain in her cheek. She saw that the snowball had had a rock in it. Her brother apologized and they quit fighting.	",no
Does the event tom listened to the sermon ends after he heard rich experiences ?, Tom was doing a report on Jewish culture. He decided to go to a local temple to find out more about it. He stayed for a sermon and talked to people there. Tom heard many rich experiences. He gave a copy of his report to everyone he interviewed.	,yes
Does the event sean grabbed a writing utensil. ends before sean have a guitar ?," Sean had a guitar. He wanted to write a song. He jammed a bit. ""Then, some ideas came to him."" He wrote them down until he had a song.	",no
Does the event beth's dad loved the tie ends after she decided to get her dad a gift for his birthday ?," Beth really wanted to get her dad a wonderful birthday present. ""She usually got him ties, but wanted to go with something different."" ""But no matter how she tried, she couldn't think of something else."" ""She got him his normal tie, and was worried he'd be disappointed."" ""He promised he would love anything she gave him, just because of her.""	",yes
Does the event jay has a sister. ends before jay 's sister have a camera ?, Jay's sister had a camera. She just left it around and did not use it. Jay decided to take it for himself. He started taking photos everywhere he goes. He started loving photography.	,no
Does the event kelly wanted some tea start before she made a cup of tea ?," Kelly made herself a cup of hot tea. She put in the tea bag and took a sip. It was delicious. ""However to her dismay, she spilled some."" Kelly ended up with a burn.	",yes
Does the event charles parked at the plasma center ends before he applied to donate plasma ?," Charles needed money and payday was a week away. He drove to a local clinic and applied to donate plasma. ""After donating plasma, Charles felt weak."" He passed out in the clinic. ""When he woke up, nurses were in his face and he asked for his check.""	",yes
Does the event nicole was alone in the house start before nicole watch a movie on her ipad ?," Nicole was watching a movie on her iPad. She heard a noise in the other end of the house. ""She got up to check, and fell."" ""After picking up the iPad, Nicole realized the screen was cracked."" She decided to take it to the store and see if it could be fixed.	",yes
Does the event evan was scared about wetting the bed at the sleepover ends before his mom buy him a pack of absorbent underwear to wear ?, Evan was nine but sometimes still wet the bed. He was invited to a sleepover but afraid to attend. He did not want anyone to discover his secret! Then his mom bought him a pack of absorbent underwear to wear. Evan felt much more secure with the backup underwear on!	,no
Does the event caleb was able to get a job. ends after caleb grow his hair ?," Caleb has been growing out his hair for several Year's. ""Although all his friends have short hair, Caleb's hair is very long."" ""However, now that he needs a job, he decides to cut it."" ""Caleb goes to the barber for a short, professional haircut."" ""Still, he misses the days when he had long hair.""	",yes
Does the event tabitha knew she was pregnant ends after tabitha was nine months pregnant ?," Tabitha was riding the bus while nine months pregnant. No one noticed as she was hit with nausea. She knew she was going to throw up and had nowhere to do it. ""Out of confusion, she went ahead and did it in her purse."" She was so embarrassed and her bag was ruined but she didn't mind.	",yes
Does the event chelsea went back to work at a restaurant ends before she go to college ?," Chelsea knew she did not want to be waitress the rest of her life. She went to college at night and worked during the day. ""Two years later, she got her degree and the job she wanted."" ""After six months, she realized the corporate life was not for her."" She is now a manager at the restaurant that she worked at before.	",no
Does the event nia was alive. ends after she could walk with ease ?," Nia broke her leg. She had to get a cast put on it. She was awkward at first wearing it. But soon she grew used to it. ""Before long, she could walk with ease!""	",yes
Does the event nicole realized she left the door unlocked. start before she decide to take it to the store and see if it could be fixed ?," Nicole was watching a movie on her iPad. She heard a noise in the other end of the house. ""She got up to check, and fell."" ""After picking up the iPad, Nicole realized the screen was cracked."" She decided to take it to the store and see if it could be fixed.	",no
Does the event my friend received the package start after i sent my friend a package ?," I sent my friend a thank you gift. ""A few weeks later, she posted a picture on facebook."" It was a picture of a lasane in the pan I had sent her. It said Leah's Kickasserole on the side. She posted how much she loved the dish.	",yes
Does the event the home team won through a penalty start before it be the first time these two teams had played in 15 years ?," It was the first time these two teams had played in 15 years. Much had changed for both schools in that time. The fans were excited to experience the rivalry game. ""The team that used to dominate, had weakened over the years."" ""It was a close game, but the home team eventually won.""	",no
Does the event martha talked to customer service at the store start after she went back to the store ?, Martha bought groceries and proceeded to go home. When she carried in her groceries she saw the bag leaking. The carton of eggs were squished. Martha went back to the grocery store. She was able to get another carton of eggs for free.	,yes
Does the event megan complained about eating vegetables. start after megan was very unhappy ?," On Megan's ninth birthday, her mom surprised her. She told Megan there would still be vegetables to eat! Megan hated vegetables and she was very unhappy. But then her mom pulled out a carrot cake and Rice Krispies! Megan was more than happy to eat her ""vegetables"" that night!	",yes
Does the event ellie used a spoon start before she ate her soup and sandwich ?," Ellie wanted to go to the playground. She asked her mom to take her. Her mom promised that they could go if Ellie ate all her lunch. Ellie diligently ate every bit of her soup and sandwich. ""And after lunch, she got to go play at the playground!""	",yes
Does the event dana enrolled in school start before her grandfather drove her to school ?, Dana's grandfather was bringing her to school. He had an old loud truck. Dana was embarrassed of the truck. She told her grandfather to park a block down the road. Dana walked the rest of the way to school.	,yes
Does the event farrah felt guilty ends after she n't notice that he stopped ?, Farrah was driving home from school. A person was riding a bicycle in front of her. He continued to move slowly. Farrah looked away for a second. She didn't notice that he stopped and she ran over him.	,yes
Does the event ellie put on her shoes ends before she got to go play at the playground ?," Ellie wanted to go to the playground. She asked her mom to take her. Her mom promised that they could go if Ellie ate all her lunch. Ellie diligently ate every bit of her soup and sandwich. ""And after lunch, she got to go play at the playground!""	",yes
Does the event anna new car made her friends jealous of her start after she could afford a new car ?, Anna needed a new car. Her old was was always breaking down. So she got a second part-time job. She saved up her paychecks. Soon she could afford a new car!	,yes
Does the event maggie stopped brushing her teeth ends after being nauseous ?," Maggie was a pregnant lady. One morning she was trying to brush her teeth. ""No matter what she did, the toothbrush made her gag."" The more she tried the more nausea she felt. She eventually gave up and just used mouthwash.	",yes
Does the event zach started to read the bag more carefully ends before he enter the time ?," Zach decided to cook popcorn. He put the bag in the microwave. He entered the time. ""However, he started smelling smoke."" Zach accidentally entered the wrong time.	",no
Does the event everyone went back to their regular duties start before she sit at a conference table with her coworkers ?, Amy was in an important meeting at work. She sat at a conference table with her coworkers while her boss spoke. There was a pitcher of water in the middle of the table. Amy tried to get water but ended up knocking the pitcher over. The meeting was postponed as soaked coworkers helped clean the spill.	,no
Does the event my friend painted an apple start after i take an art class with my friend ?," I was taking an art class with my friend. ""For our test, we had to each paint an apple."" I had procrastinated until the night before it was due. My friend had been working on her painting all week. I was pleased that my picture turned out better than my friend's.	",yes
Does the event farrah was given a ticket ends before farrah drive home from school ?, Farrah was driving home from school. A person was riding a bicycle in front of her. He continued to move slowly. Farrah looked away for a second. She didn't notice that he stopped and she ran over him.	,no
Does the event i order food from the menu. start before i treat myself to fast food when i can. ?, I work hard everyday to be independent. Sometimes I don't have anything to show how hard I work. I treat myself to fast bard when I can. I steal salt and pepper packets from restaurants. I fill my home salt and pepper shakers with stolen condiment packets.	,no
Does the event jack stayed up all night studying start before he study ?, Jack has a test in science. He has been studying all week. He still does not feel ready. Jack got to his test and failed. He begged his teacher for a retake and she said no.	,no
Does the event trevor felt relieved start before he went outside ?, Trevor was sitting in class. He started to feel very gassy. He didn't want people to hear him fart. He asked if he could leave the room. Then he went outside to fart.	,no
Does the event noah realized that kayaking was not fun start before he discovered that kayaking was harder than it had seemed. ?," Noah thought kayaking looked fun. He rented a kayak one day. ""But when he got out on the lake, he was unhappy."" It was much harder than it had seemed. Noah decided he did not like kayaking after all.	",no
Does the event sue and kathy separate from their argument. start before sue and kathy got in an argument. ?, Kathy didn't like Sue. Kathy started rumours about Sue. Sue found out Kathy was talking about her. Sue and Kathy got in an argument. Sue never talked to Kathy again.	,no
Does the event jen went shopping. ends after she realize her car was n't missing ?, Jen walked out of the mall only to find her car was gone. She looked around frantically. Finally she called mall security. As they started questioning her she realized her car wasn't missing. She had gone out of the wrong door of the mall.	,no
Does the event nicole was alone in the house ends before she hear a noise in the other end of the house ?," Nicole was watching a movie on her iPad. She heard a noise in the other end of the house. ""She got up to check, and fell."" ""After picking up the iPad, Nicole realized the screen was cracked."" She decided to take it to the store and see if it could be fixed.	",no
Does the event danny owns skates. start after danny strap on his skates ?, Danny strapped on his skates. The neighbor told him not to skate near his car. Danny ignored the man. Danny skated right into the man's car. Danny bounced off the car.	,no
Does the event it was a sunny day. ends before he say goodnight ?," Sara was getting ready to go to bed. Then, her boyfriend called. They began talking and stayed that way all night. As the sun rose, she was having trouble staying awake. He said goodnight and she fell asleep.	",yes
Does the event kids went to the zoo. ends after she get excited ?, Desire loved going to the zoo. She gets excited every time she sees the zebra exhibit. Desire rounded up some kids at the zoo. They all watched the special lion show. Desire went home happy and slept with her stuffed animal from the zoo.	,no
Does the event the customer was in the car. ends after jax fired for taking the purse ?, Jax worked for a mechanic's shop. A customer brought in a car for a repair. The customer left her purse in the car. Jax stole the purse. Jax was fired for taking the purse.	,no
Does the event tim is always prepared ends before they play dice ?, Tim and John were good friends. They desired to play a game together. Tim mentioned he had dice in his pocket. John suggested they play dice. They played dice.	,no
Does the event samantha got a haircut ends after now she looks swell! ?," Samantha really needed a haircut but didn't have much money. ""She asked her parents, but they didn't have much money either."" She came up with an idea to raffle off her radio at school. She sold 85 tickets at a quarter a piece. ""It was just enough for a haircut, and now she looks swell!""	",no
Does the event i ordered a pizza start after i realized i was simply hungry ?," I was in a bad mood. ""At work, I yelled at people."" ""It the bus stop, I screamed at a bird."" I realized that I was simply hungry. ""After eating a pizza, I felt happy again.""	",yes
Does the event neither jill nor roz cheated during the race. ends before jill and roz ran a fair race and jill won ?," Jill has been practicing everyday so she can beat Roz at the big race. She has been running two times a day and only eating healthy food. ""On the day of the race, she feels ready."" The officials start the race. Jill and Roz run a fair race and Jill wins!	",no
Does the event richard listens to music for inspiration. start before richard sits down at his drum kit. ?," Richards loves the drum. He picks up his drumsticks. Then goes to his practice room. Richard sits down at his drum kit. Finally, he plays a beat on his drums.	",yes
Does the event nicole realized she left the door unlocked. start after she decide to take it to the store and see if it could be fixed ?," Nicole was watching a movie on her iPad. She heard a noise in the other end of the house. ""She got up to check, and fell."" ""After picking up the iPad, Nicole realized the screen was cracked."" She decided to take it to the store and see if it could be fixed.	",yes
Does the event michelle was scared ends after they point a gun at her ?, Michelle is walking home from the club. While walking she feels someone grab her arm. They turn her around and point a gun at her. They demanded her purse. She gives them her purse and is robbed.	,yes
Does the event julie was worried that she wouldn't be able to get the c. start before she need a c on the final exam to pass the class ?," Julie was struggling in Calculus. She needed a C on the final exam to pass the class. She studied for many hours. ""When she sat down to take the exam, her mind went blank."" She failed the exam and the class.	",no
Does the event kelly opened the door to her house ends after kelly could n't believe they remembered ?, Saturday was Kelly's birthday. She assumed no one cared about her birthday. She came home however and found all her friends waiting for her. They all yelled surprise. Kelly laughed and couldn't believe they remembered.	,no
Does the event andrea and amanda walked onto the boat. start after andrea invite amanda onto her boat ?," Andrea invited Amanda onto her boat. Amanda was excited since she had never taken a boat ride. ""The ocean waves were big that day, and the boat rocked a lot."" Amanda quickly became sick and wanted to go back. Andrea apologized to Amanda since she felt bad for her.	",yes
Does the event dan and his wife went through customs in norway start after dan arrange to take time from work for a trip to norway ?," Dan wanted to visit Norway. Dan arranged to take time from work for a trip to Norway. Dan and his wife flew to Norway that Summer. They had a fantastic time visiting Norway. ""Now, Dan and his wife visit Norway every Summer, without fail.""	",yes
Does the event the peasant was hoping to get work from lord zoltan start before the peasant was waiting for lord zoltan ?, Zoltan was a very rich man. He had all the tools to control people. One day a peasant worker was waiting for Lord Zoltan. Zoltan decided not to give the peasant any work. The peasant starved to death.	,yes
Does the event matilda stood and looked at the seeds she planted. start after turning the brown husks under ?," Matilda planted each seed of corn by hand. ""She scuffed at the dirt with her shoe, when the last one was in."" ""Alone in the field, the harvest seemed so very far off."" ""After the corn had grown and it was time to reap it, she was sad."" Turning the brown husks under and starting anew seemed so far off.	",no
Does the event the glasses were expensive start before i bring the glasses back ?, I got new glasses in the spring of 2015. We went to a graduation ceremony in June. I was cleaning my glasses when the lens popped out. I was able to pop it back in. I brought the glasses back and complained to the optician.	,yes
Does the event corky found out his kids lied  ends after his kids decide to wash it ?, Corky had a really bad toupee. His kids decided to wash it. Unfortunately the washing machine destroyed the toupee. The kids were scared to tell the truth. They decided to blame the dog and say he chewed up the toupee.	,yes
Does the event the railroad crossing arms were down. ends before i got to work late ?, I was on my way to work. I got stopped by a train. I waited for a while. The train finally passed. I got to work late.	,yes
Does the event kelly is alive. start after she wear it everywhere she could ?, Kelly absolutely loved her new pink dress. She wore it everywhere she could. Unfortunately yesterday she spilled dye on it. Thankfully she was able to get it out. Kelly vowed to never ruin it again.	,no
Does the event the speaker lives in a house near a brewery start after i simply buy the tour ?, I like going to a brewery a few blocks from my house. It has a very convenient location for me. It offers free pint glasses on each patron's first tour. I have a cabinet full of those pint glasses. I simply buy the tour any time I see a new employee.	,no
Does the event lexi didn't eat her candy ends after she dress as a pony ?, Lexie was so excited for Halloween. She dressed up as a pony. She went to lots of houses to get candy. Lexi got scared by a boy in a scary mask. She never wants to participate in Halloween again.	,yes
Does the event sara found a bakery to order from. start after the cupcakes be a big hit amongst the guest ?, Sara and Joseph were planning their wedding. They were on a tight budget. They couldn't afford a three tiered cake. Sara ordered a one tier cake and baked matching cupcakes. The cupcakes were a big hit amongst the guest.	,no
Does the event angel slept without an alarm set. ends after she woke up when light came through the window. ?, Angel forgot to set her alarm. She woke up when the light came in through the window. Angel looked at the clock and saw she was late for work. She called her boss and told him she overslept. The boss laughed and told her to take her time coming in.	,yes
Does the event chris had relatives ends after they celebrate chris 's 13th birthday ?," Everyone got together. They were celebrating Chris's 13th birthday. ""However, some of his relatives were arguing about money."" One ended up being punched. Chris's father had to kick them out of the house.	",yes
Does the event i felt worried. ends after my boss told me i wasn't needed. ?," My boss pulled me aside at work. I thought he was going to tell me Happy Birthday. Instead, he told me I wasn't needed today. I sulked home, not sure whether I was getting fired or not. When I arrived home, I walked into a surprise birthday party!	",yes
Does the event brenda was alive start before the tested added up her score ?," Brenda was excited to be turning 16 today. After breakfast, she drove with her mother to the DMV office. She found the the written test to be very easy for her. After the driving test she watched as the tester added up her score. That night Brenda proudly drove alone to visit with her friends.	",yes
Does the event the person won't eat spoiled foods. start after i throw it ?," I went to have cereal today. ""The milk however, was spoiled."" I noticed it right away. It was curdled. So I had to immediately throw it away.	",no
Does the event the mom cooked dinner all day ends before lagertha n't like being told what to do ?," Lagertha didn't like being told what to do. Her mother told her to clean her room. ""Lagertha refused, and went outside to play with her friends."" ""When she returned at dusk, there was candy and roast lamb to eat."" ""Her mother forbid her to have any though, and sent her to her room.""	",no
Does the event i was holding a lighter. ends after no matter the weather i never smoke inside ?, I used to smoke when I was younger. No matter the weather I never smoked inside. One day I was lighting a cigarette as i walked out the door. I looked up and saw three federal agents standing next to me. It turned out they were looking for the previous tenant.	,yes
Does the event he could reach higher. ends after he could n't reach any higher ?," Ed had tried to get to the top of the apple tree for weeks. He could only get so far, then he couldn't reach any higher. He finally started to think about a different approach. The next day, he tried climbing from the opposite side. He made it to the top at last!	",yes
Does the event someone in the shop heard about jax stealing the purse. ends before jax was fired. ?, Jax worked for a mechanic's shop. A customer brought in a car for a repair. The customer left her purse in the car. Jax stole the purse. Jax was fired for taking the purse.	,yes
Does the event kate asked her friends where to go for breakfast ends after she decided to go along with it ?, It was the first morning of Kate's trip in Las Vegas. Kate wanted to go to a restaurant for breakfast. But her friends wanted to get room service. Kate was leery because she always heard room service was expensive. But she decided to go along with it just for the experience.	,no
Does the event randy packs up all of his belongings. ends before he left his children and wife ?, Randy is a man who has 5 kids. Randy starts arguing with his wife one day. Randy got so upset he promised to leave his wife. So that's what Randy did. He left his children and wife.	,yes
Does the event the barbarian and his fellow tribesman gathered their weapons. start before the barbarian warned his fellow tribesman ?, A barbarian was walking through the woods one day. He noticed a foreign tribe by his tribe's river. He ran home and warned his fellow tribesman. They ran over to the foreigners and engaged in combat. The other tribe fled and the barbarian and his tribe went home.	,no
Does the event he had his meal on the ferry ends after he took a ferry to hong kong. ?, Neil took a ferry to Hong Kong. The bay was beautiful in the moonlight. And the hundreds of tall factories caught his eye! Hong Kong was by far his favorite Chinese province. He couldn't wait to return!	,yes
Does the event the children were happy  start after she be able to go on walks ?, Karla took care of eight children in her daycare. She had too many little ones to go on a walk with her double stroller. She began looking for a stroller that would hold lots of kids. She found a stroller online that could hold up to four little ones. She purchased the stroller and is able to go on walks.	,yes
Does the event burt looked out the window. start before burt roll his windows ?, Burt left his car windows down one sunny day in New Jersey. The weather changed and soon it started to downpour. Burt ran to his car and rolled up his windows during the storm. The inside was not very wet yet. Burt sighed in relief and vowed to never be so foolish again.	,yes
Does the event nia believed that she was overweight. start before nia love pizza ?," Nia loved pizza. But she was trying to lose weight. She decided to order a healthy pizza. ""She added lots of veggies, and half the cheese."" Nia's healthy pizza was delicious!	",no
Does the event i have a phone. start after i picked up my phone. ?, When I picked up my phone I saw something. My phone was cracked. I got upset. But then I realized something. Only my screen protector got cracked.	,no
Does the event jan knew smoking was bad for him ends before jan realize he could travel to a place where there are no cigarettes ?," Jan wanted to stop smoking. He tried support groups and pills but nothing worked. Jan realized he could travel to a place where there are no cigarettes. He applied for a Job in Antarctica as a researcher and he got the job. ""After six month in Antarctica, Jan no longer craved cigarettes.""	",no
Does the event tom played the music list start after tom be dj at a friend 's wedding ?, Tom was dj at a friend's wedding. He had a music list they wanted him to play. Tom kept having guests ask for specific songs. He kept turning them down. Eventually Tom put a sign up telling them to stop.	,yes
Does the event luke was grounded by his parents ends before they both learn that fighting just makes things worse ?, Luke got detention at school last week. He has to stay after school for an hour every day. Apparently he got into a fight with another kid. The other kid got detention too. They both learned that fighting just makes things worse.	,no
Does the event randy had a hard day at work. ends after he get drunk off of it ?, Randy needed a drink after work. He opened the refrigerator to look for a drink. He got a coke but he noticed another drink behind it. There was a beer hidden in the refrigerator. He got the beer and got drunk off of it for the night.	,no
Does the event gloria was home alone. start after gloria be bored ?," Gloria was bored on a rainy Sunday morning. She couldn't find anything that she wanted to watch on TV. ""She started to organize her closet, but that wasn't fun."" ""Finally, Gloria resorted to watching funny cat videos online."" She finally enjoyed her day.	",no
Does the event they are in college. ends before my dorm mates be incredible pranksters ?," My dorm mates were incredible pranksters. One day they filled a thirty gallon Rubbermaid trash can with water. ""The opened the laundry room door, propping the can on the door's top."" ""As the floor manager entered the laundry room, they nudged the door."" The entire thirty gallons poured down on the manager in an icy flood!	",no
Does the event the son knew he had summer reading start before when his son was 13 he told his dad there was no summer reading ?," ""My friend Joe has a son, 16."" When his son was 13 he told his dad there was no summer reading. Joe believed his son. I went online and found the school did have summer reading. ""Joe told his son to do the reading, plus one book.""	",no
Does the event she planted lettuce ends before the lettuce didn't grow at all ?, Ellie lived on a potato farm. One year she decided to farm lettuce too. The potatoes grew very well. The lettuce did not grow at all. Ellie decided to stick to potato farming in the future.	,yes
Does the event nancy pressed down on the accelorator  start before nancy was driving with her instructor. ?," Nancy was driving with her instructor. They went on the highway and came off of the exit. The instructor forced Nancy to accelerate. Since she was nervous, she accelerated too fast. They ended up crashing into another car.	",no
Does the event yolanda searched for new york yankees memorabilia on her computer. ends before she find a bunch of yankees statues online ?, Yolanda was a fan of baseball. She especially liked the New York Yankees. She wanted to do something to show this fandom. She found a bunch of Yankees statues online. She used them to decorate her front yard in honor of the team.	,no
Does the event there was a lion exhibit at the zoo. start before they all watch the special lion show ?, Desire loved going to the zoo. She gets excited every time she sees the zebra exhibit. Desire rounded up some kids at the zoo. They all watched the special lion show. Desire went home happy and slept with her stuffed animal from the zoo.	,yes
Does the event dan talked to his boss start before dan and his wife fly to norway ?," Dan wanted to visit Norway. Dan arranged to take time from work for a trip to Norway. Dan and his wife flew to Norway that Summer. They had a fantastic time visiting Norway. ""Now, Dan and his wife visit Norway every Summer, without fail.""	",yes
Does the event i get the salt and pepper shakers from the cupboard. ends after i fill my home salt and pepper shakers. ?, I work hard everyday to be independent. Sometimes I don't have anything to show how hard I work. I treat myself to fast bard when I can. I steal salt and pepper packets from restaurants. I fill my home salt and pepper shakers with stolen condiment packets.	,no
Does the event amy was in the garden start after flowers be her favorite ?, Amy loved pretty things. Flowers were her favorite. She picked a bouquet of them from her garden. She put them in a vase and smelled them. They were the prettiest she had ever had!	,yes
Does the event he was disappointed he couldn't climb to the top. ends after he made it to the top at last ?," Ed had tried to get to the top of the apple tree for weeks. He could only get so far, then he couldn't reach any higher. He finally started to think about a different approach. The next day, he tried climbing from the opposite side. He made it to the top at last!	",no
Does the event i said goodbye to my neighbor. start after i told him that i thought i saw the loose cat ?," I was talking to my neighbor this morning. He said that there is a loose cat going around the neighborhood. ""I told him that I thought I saw it, also."" ""When I went back inside, I heard a small """"meow""""."" The cat had been following me and got inside my house.	",yes
Does the event heidi drove over the speed limit ends before she got speeding tickets ?, Heidi bought a brand new car. The new car was a convertible and very fast. Heidi started to drive her new car very fast. She started to get speeding tickets and decided to slow down. Heidi regretted buying a sports car.	,yes
Does the event jane likes her new heels ends before she pick a cute new black dress ?, Jane is doing some light shopping on a Saturday. She decides she needs a new outfit for a party later that week. She picks out a cute new black dress. She then decides she needs some shoes to match. She finds and buys a very cute pair of black heels.	,no
Does the event george has purchased an engagement ring ends after george tell his fiance about the incident ?," ""George and Layla loved each other, but were with different people."" ""Layla broke up with her boyfriend, but George was engaged."" One night they couldn't resist and finally hooked up. George felt dreadful and told his fiance about the incident. The bride broke the engagement and ended their relationship.	",no
Does the event bill has a job. ends before he speak with her fluently in japanese ?, Bill always wanted to learn Japanese. Bill bought some instructional videos and began studying. Bill got better and better at the language. One day Bill met a woman from Tokyo at a work conference. He spoke with her fluently in Japanese for over an hour!	,no
Does the event the ice cream man left the neighborhood ends after i take off down the streets ?, I can hear the ice cream man somewhere in my neighborhood. The music is unmistakable and sounds so close! I take off down the street and around the corner to find him. He isn't down any of the streets I checked. I'm going to buy ice cream at the store instead.	,yes
Does the event daisy had to rinse the bowl in the sink start before she realize she did n't have enough eggs ?," Daisy decided that she wanted to make some cookies. She began placing the ingredients onto the kitchen counter. Daisy began mixing milk and sugar into a bowl. She opened up the egg carton and realized she didn't have enough eggs. ""Annoyed, she put everything away and left the kitchen.""	",no
Does the event sara felt very hurt that her friend's parents sent her home ends after her friend's parents were mad and sent her home ?," Sara was at her friend's house. They were jumping around and playing make believe. ""Suddenly, she fell on to the table."" The leg snapped and the whole thing broke. Her friend's parents were so mad and sent her home.	",yes
Does the event kelly has two parents ends before kelly go on numerous college visits ?, Yesterday Kelly went on numerous college visits. Her parents took her around the state to look. She found about three that she really liked. At the end of the trip she decided to apply. She ended up getting into her top choice.	,yes
Does the event cathy made a latte. start before cathy just give her a latte ?," Cathy works in a Starbucks. Last week, she had an unruly customer. The customer kept demanding a drink that didn't exist. Eventually, Cathy just gave her a latte. The customer did not know the difference.	",yes
Does the event gary and his dog walked outside their house start before a man hit the dog on the side ?," Gary was walking his dog on the sidewalk. The dog managed to break through the leash and ran away. It ran towards a crowded street with a traffic. A man hit the dog on the side while he was driving. ""Since he only felt a small thud, he didn't bother to stop.""	",yes
Does the event mice got into the garbage ends before i make a grilled cheese sandwich ?," I made a grilled cheese sandwich. I decided to spice it up with some garlic. The garlic was so strong that it ruined the sandwich. I threw it in the garbage. ""Luckily, the mice in my kitchen found it delicious.""	",no
Does the event haley's parents bought a gift card ends before haley decide to use the money to buy gifts for her family ?," ""Haley was eating a bologna sandwich, worrying about the holidays."" ""She wondered what she was going to do for gifts, having no money."" The postman dropped off a Christmas card from her parents. The card had a gift card in it. Haley decided to use the money to buy gifts for her family.	",yes
Does the event jake had to find a new job start after his boss fire him ?," Jake loved his job. ""However, he was always late."" His boss warned him many times about his tardiness. Jake still did not change his ways. His boss finally had to fire him.	",yes
Does the event tim bought a new fast car start after he finally raised enough money ?, Tim always wanted a fast car like his friends. The problem was that he had one of the slowest card in town. He decided to get a part time job for some extra money. He finally raised enough money for a new car. He now races his fast car with those of his friends.	,yes
Does the event cecily had an upset stomach ends after she spent two days recuperating ?," ""After the three day music festival, Cecily was understandably tired."" She slept for almost 12 hours straight. ""When she woke up, however, she still didn't feel well."" Sleeping in the mud and rainy had given Cecily the flu. She called in sick to work and spent the next two days recuperating.	",yes
Does the event hannah took off all her clothes ends after she soaked ?, Hannah decided to go for a walk. She was far away from home when it suddenly started raining. Hannah ran home as fast as she could. When she arrived home she was soaked and freezing. Hannah decided she would always check the weather from now on.	,yes
Does the event i did not speak to tommy again start after he take several minutes to write everything out ?," Tommy promised me that he was going to draw a good sketch of me. He took several minutes to write everything out. ""When he was done with the outline, he showed it to me."" It ended up being my face on top of a banana. I ripped the page and threw it away.	",yes
Does the event kelly has two parents ends after kelly go on numerous college visits ?, Yesterday Kelly went on numerous college visits. Her parents took her around the state to look. She found about three that she really liked. At the end of the trip she decided to apply. She ended up getting into her top choice.	,no
Does the event susie was nervous about not getting approved start after but she really need a loan for that ?, Susie wanted to open up a convenience store. But she really needed a loan for that. So she went to loan office. She was not sure she would get it. But she was almost instantly approved.	,yes
Does the event ed wanted to climb to the top of the apple tree. ends after he made it to the top at last ?," Ed had tried to get to the top of the apple tree for weeks. He could only get so far, then he couldn't reach any higher. He finally started to think about a different approach. The next day, he tried climbing from the opposite side. He made it to the top at last!	",yes
"Does the event becky's family moved chess pieces ends before they be a family that loved games , all but chess ?"," Chess was not a game the Becks liked to play. They were a family that loved games, all but chess. One time they were at a chess match with other families. And they lost horribly in front of many people. They don't play games anymore.	",no
Does the event jordan bought tickets to the circus. ends after jordan refused because she was afraid of the clown's red nose ?," Jordan went to the circus. ""Upon arrival, Jordan met a clown with a red nose."" The clown asked Jordan for a hug. Jordan refused because she was afraid of the clown's red nose. Jordan never returned to the circus after this experience.	",no
Does the event jake had a performance improvement plan  start after his boss warned him many times ?," Jake loved his job. ""However, he was always late."" His boss warned him many times about his tardiness. Jake still did not change his ways. His boss finally had to fire him.	",yes
Does the event bonnie loved taking care of her garden start before bonnie had a small garden ?, Bonnie had a small vegetable garden in her backyard. One day Bonnie found several partially-eaten vegetables there. She quickly put up a fence to keep the critters out. She also put up a scarecrow to ward off the birds. Bonnie soon harvested many tasty vegetables from the garden.	,no
Does the event the home team celebrated their win start before it be the first time these two teams had played in 15 years ?," It was the first time these two teams had played in 15 years. Much had changed for both schools in that time. The fans were excited to experience the rivalry game. ""The team that used to dominate, had weakened over the years."" ""It was a close game, but the home team eventually won.""	",no
Does the event bianca removed the hair dye from its packaging. ends after she dye her hair a blonde color ?, Bianca had dark brown hair. She wanted to make her hair a lighter color. She bought hair dye from the store. She dyed her hair a blonde color. Bianca's boyfriend complimented her new hair afterwards.	,no
Does the event nola is short start before she show them some photos ?," Nola was slim and pretty. She wanted to be a model. She contacted an agency and showed them some photos. ""But to her surprise, the agency did not sign her!"" They told Nola she was too short to model.	",yes
Does the event the taxi driver was an old friend of hers ends after she tell the driver where to go ?, Beth needed to get to her office. She waved a taxi down and told the driver where to go. The driver took her to her office. The driver told her that she didn't have to pay. She decided to pay for the next person's ride instead.	,yes
Does the event thomas asked what he needed to do better ends after he worked even harder and won the award ?," Thomas was up for an award. He thought he was a shoe in and everyone else did too. "" When the name was called for the award though, it wasn't his."" Thomas felt sad but he didn't give up. Next year Thomas worked even harder and won the award.	",no
